# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
D9C73_024553	gene-D9C73_024553	rna-gnl|WGS:SCMI|mrna_D9C73_024553	protein_coding	0	0	1	1	0	0	0	0
D9C73_024567	gene-D9C73_024567	rna-gnl|WGS:SCMI|mrna_D9C73_024567	protein_coding	0	0	1	0	1	0	0	0
D9C73_024608	gene-D9C73_024608	rna-gnl|WGS:SCMI|mrna_D9C73_024608	protein_coding	0	0	1	1	0	0	0	0
D9C73_024752	gene-D9C73_024752	rna-gnl|WGS:SCMI|mrna_D9C73_024752	protein_coding	0	0	1	0	1	0	0	0
D9C73_024807	gene-D9C73_024807	rna-gnl|WGS:SCMI|mrna_D9C73_024807	protein_coding	0	0	1	0	0	0	0	1
D9C73_024913	gene-D9C73_024913	rna-gnl|WGS:SCMI|mrna_D9C73_024913	protein_coding	0	0	1	0	1	0	0	0
D9C73_024969	gene-D9C73_024969	rna-gnl|WGS:SCMI|mrna_D9C73_024969	protein_coding	0	0	1	1	0	0	0	0
D9C73_024970	gene-D9C73_024970	rna-gnl|WGS:SCMI|mrna_D9C73_024970	protein_coding	0	0	1	0	0	0	0	1
D9C73_024971	gene-D9C73_024971	rna-gnl|WGS:SCMI|mrna_D9C73_024971	protein_coding	0	0	1	1	0	0	0	0
D9C73_025000	gene-D9C73_025000	rna-gnl|WGS:SCMI|mrna_D9C73_025000	protein_coding	0	0	1	0	1	0	0	0
D9C73_025149	gene-D9C73_025149	rna-gnl|WGS:SCMI|mrna_D9C73_025149	protein_coding	0	0	1	0	1	0	0	0
D9C73_025150	gene-D9C73_025150	rna-gnl|WGS:SCMI|mrna_D9C73_025150	protein_coding	0	0	3	0	3	0	0	0
D9C73_025158	gene-D9C73_025158	rna-gnl|WGS:SCMI|mrna_D9C73_025158	protein_coding	0	0	1	0	1	0	0	0
D9C73_025163	gene-D9C73_025163	rna-gnl|WGS:SCMI|mrna_D9C73_025163	protein_coding	0	0	2	0	2	0	0	0
D9C73_025167	gene-D9C73_025167	rna-gnl|WGS:SCMI|mrna_D9C73_025167	protein_coding	0	0	1	0	0	0	0	1
D9C73_025239	gene-D9C73_025239	rna-gnl|WGS:SCMI|mrna_D9C73_025239	protein_coding	0	0	2	0	2	0	0	0
D9C73_025276	gene-D9C73_025276	rna-gnl|WGS:SCMI|mrna_D9C73_025276	protein_coding	0	0	1	0	0	0	0	1
D9C73_025319	gene-D9C73_025319	rna-gnl|WGS:SCMI|mrna_D9C73_025319	protein_coding	0	0	2	2	0	0	0	0
D9C73_025320	gene-D9C73_025320	rna-gnl|WGS:SCMI|mrna_D9C73_025320	protein_coding	0	0	2	0	0	0	0	2
D9C73_025348	gene-D9C73_025348	rna-gnl|WGS:SCMI|mrna_D9C73_025348	protein_coding	0	0	1	1	0	0	0	0
D9C73_025365	gene-D9C73_025365	rna-gnl|WGS:SCMI|mrna_D9C73_025365	protein_coding	0	0	1	0	1	0	0	0
D9C73_025391	gene-D9C73_025391	rna-gnl|WGS:SCMI|mrna_D9C73_025391	protein_coding	0	0	2	0	2	0	0	0
D9C73_025417	gene-D9C73_025417	rna-gnl|WGS:SCMI|mrna_D9C73_025417	protein_coding	0	0	1	1	0	0	0	0
D9C73_025455	gene-D9C73_025455	rna-gnl|WGS:SCMI|mrna_D9C73_025455	protein_coding	0	0	1	0	0	0	0	1
D9C73_025464	gene-D9C73_025464	rna-gnl|WGS:SCMI|mrna_D9C73_025464	protein_coding	0	0	1	1	0	0	0	0
D9C73_025477	gene-D9C73_025477	rna-gnl|WGS:SCMI|mrna_D9C73_025477	protein_coding	0	0	1	0	0	0	0	1
D9C73_025530	gene-D9C73_025530	rna-gnl|WGS:SCMI|mrna_D9C73_025530	protein_coding	0	0	1	0	0	0	0	1
D9C73_025663	gene-D9C73_025663	rna-gnl|WGS:SCMI|mrna_D9C73_025663	protein_coding	0	0	1	0	1	0	0	0
D9C73_025772	gene-D9C73_025772	rna-gnl|WGS:SCMI|mrna_D9C73_025772	protein_coding	0	0	1	1	0	0	0	0
D9C73_025777	gene-D9C73_025777	rna-gnl|WGS:SCMI|mrna_D9C73_025777	protein_coding	0	0	1	1	0	0	0	0
D9C73_025822	gene-D9C73_025822	rna-gnl|WGS:SCMI|mrna_D9C73_025822	protein_coding	0	0	1	1	0	0	0	0
D9C73_025859	gene-D9C73_025859	rna-gnl|WGS:SCMI|mrna_D9C73_025859	protein_coding	0	0	5	5	0	0	0	0
D9C73_025876	gene-D9C73_025876	rna-gnl|WGS:SCMI|mrna_D9C73_025876	protein_coding	0	0	1	0	0	0	0	1
D9C73_025877	gene-D9C73_025877	rna-gnl|WGS:SCMI|mrna_D9C73_025877	protein_coding	0	0	1	0	0	0	0	1
D9C73_025878	gene-D9C73_025878	rna-gnl|WGS:SCMI|mrna_D9C73_025878	protein_coding	0	0	1	1	0	0	0	0
D9C73_025959	gene-D9C73_025959	rna-gnl|WGS:SCMI|mrna_D9C73_025959	protein_coding	0	0	1	0	0	0	0	1
D9C73_025960	gene-D9C73_025960	rna-gnl|WGS:SCMI|mrna_D9C73_025960	protein_coding	0	0	1	0	0	0	0	1
D9C73_026022	gene-D9C73_026022	rna-gnl|WGS:SCMI|mrna_D9C73_026022	protein_coding	0	0	3	0	3	0	0	0
D9C73_026091	gene-D9C73_026091	rna-gnl|WGS:SCMI|mrna_D9C73_026091	protein_coding	0	0	1	0	0	0	0	1
D9C73_026092	gene-D9C73_026092	rna-gnl|WGS:SCMI|mrna_D9C73_026092	protein_coding	0	0	1	0	0	0	0	1
D9C73_026142	gene-D9C73_026142	rna-gnl|WGS:SCMI|mrna_D9C73_026142	protein_coding	0	0	1	0	1	0	0	0
D9C73_026284	gene-D9C73_026284	rna-gnl|WGS:SCMI|mrna_D9C73_026284	protein_coding	0	0	3	0	0	0	0	3
D9C73_026299	gene-D9C73_026299	rna-gnl|WGS:SCMI|mrna_D9C73_026299	protein_coding	0	0	2	1	0	0	0	1
D9C73_026300	gene-D9C73_026300	rna-gnl|WGS:SCMI|mrna_D9C73_026300	protein_coding	0	0	4	4	0	0	0	0
D9C73_026317	gene-D9C73_026317	rna-gnl|WGS:SCMI|mrna_D9C73_026317	protein_coding	0	0	1	1	0	0	0	0
D9C73_026324	gene-D9C73_026324	rna-gnl|WGS:SCMI|mrna_D9C73_026324	protein_coding	0	0	1	0	1	0	0	0
D9C73_026326	gene-D9C73_026326	rna-gnl|WGS:SCMI|mrna_D9C73_026326	protein_coding	0	0	2	0	0	0	0	2
D9C73_026410	gene-D9C73_026410	rna-gnl|WGS:SCMI|mrna_D9C73_026410	protein_coding	0	0	1	0	0	0	0	1
D9C73_026417	gene-D9C73_026417	rna-gnl|WGS:SCMI|mrna_D9C73_026417	protein_coding	0	0	1	0	1	0	0	0
D9C73_026451	gene-D9C73_026451	rna-gnl|WGS:SCMI|mrna_D9C73_026451	protein_coding	0	0	1	0	0	0	0	1
D9C73_026453	gene-D9C73_026453	rna-gnl|WGS:SCMI|mrna_D9C73_026453	protein_coding	0	0	1	0	0	0	0	1
D9C73_026454	gene-D9C73_026454	rna-gnl|WGS:SCMI|mrna_D9C73_026454	protein_coding	0	0	1	1	0	0	0	0
D9C73_026473	gene-D9C73_026473	rna-gnl|WGS:SCMI|mrna_D9C73_026473	protein_coding	0	0	1	0	0	0	0	1
D9C73_026542	gene-D9C73_026542	rna-gnl|WGS:SCMI|mrna_D9C73_026542	protein_coding	0	0	2	0	2	0	0	0
D9C73_026550	gene-D9C73_026550	rna-gnl|WGS:SCMI|mrna_D9C73_026550	protein_coding	0	0	2	0	2	0	0	0
D9C73_026634	gene-D9C73_026634	rna-gnl|WGS:SCMI|mrna_D9C73_026634	protein_coding	0	0	1	0	0	0	0	1
D9C73_026637	gene-D9C73_026637	rna-gnl|WGS:SCMI|mrna_D9C73_026637	protein_coding	0	0	1	0	0	0	0	1
D9C73_026653	gene-D9C73_026653	rna-gnl|WGS:SCMI|mrna_D9C73_026653	protein_coding	0	0	3	0	3	0	0	0
D9C73_026697	gene-D9C73_026697	rna-gnl|WGS:SCMI|mrna_D9C73_026697	protein_coding	0	0	1	0	0	0	0	1
D9C73_026698	gene-D9C73_026698	rna-gnl|WGS:SCMI|mrna_D9C73_026698	protein_coding	0	0	1	1	0	0	0	0
D9C73_026738	gene-D9C73_026738	rna-gnl|WGS:SCMI|mrna_D9C73_026738	protein_coding	0	0	1	0	0	0	0	1
D9C73_026742	gene-D9C73_026742	rna-gnl|WGS:SCMI|mrna_D9C73_026742	protein_coding	0	0	2	0	0	0	0	2
D9C73_026752	gene-D9C73_026752	rna-gnl|WGS:SCMI|mrna_D9C73_026752	protein_coding	0	0	2	0	0	0	0	2
D9C73_026762	gene-D9C73_026762	rna-gnl|WGS:SCMI|mrna_D9C73_026762	protein_coding	0	0	2	2	0	0	0	0
D9C73_026776	gene-D9C73_026776	rna-gnl|WGS:SCMI|mrna_D9C73_026776	protein_coding	0	0	1	0	0	0	0	1
D9C73_026780	gene-D9C73_026780	rna-gnl|WGS:SCMI|mrna_D9C73_026780	protein_coding	0	0	1	0	0	0	0	1
D9C73_026827	gene-D9C73_026827	rna-gnl|WGS:SCMI|mrna_D9C73_026827	protein_coding	0	0	1	1	0	0	0	0
D9C73_026839	gene-D9C73_026839	rna-gnl|WGS:SCMI|mrna_D9C73_026839	protein_coding	0	0	2	0	0	0	0	2
D9C73_026851	gene-D9C73_026851	rna-gnl|WGS:SCMI|mrna_D9C73_026851	protein_coding	0	0	2	2	0	0	0	0
D9C73_026895	gene-D9C73_026895	rna-gnl|WGS:SCMI|mrna_D9C73_026895	protein_coding	0	0	1	0	0	0	0	1
D9C73_026903	gene-D9C73_026903	rna-gnl|WGS:SCMI|mrna_D9C73_026903	protein_coding	0	0	1	0	0	0	0	1
D9C73_026913	gene-D9C73_026913	rna-gnl|WGS:SCMI|mrna_D9C73_026913	protein_coding	0	0	1	0	0	0	0	1
D9C73_026921	gene-D9C73_026921	rna-gnl|WGS:SCMI|mrna_D9C73_026921	protein_coding	0	0	1	1	0	0	0	0
D9C73_026929	gene-D9C73_026929	rna-gnl|WGS:SCMI|mrna_D9C73_026929	protein_coding	0	0	2	0	0	0	0	2
D9C73_026948	gene-D9C73_026948	rna-gnl|WGS:SCMI|mrna_D9C73_026948	protein_coding	0	0	1	0	0	0	0	1
D9C73_026951	gene-D9C73_026951	rna-gnl|WGS:SCMI|mrna_D9C73_026951	protein_coding	0	0	1	0	1	0	0	0
D9C73_027038	gene-D9C73_027038	rna-gnl|WGS:SCMI|mrna_D9C73_027038	protein_coding	0	0	1	0	0	0	0	1
D9C73_027105	gene-D9C73_027105	rna-gnl|WGS:SCMI|mrna_D9C73_027105	protein_coding	0	0	2	2	0	0	0	0
D9C73_027147	gene-D9C73_027147	rna-gnl|WGS:SCMI|mrna_D9C73_027147	protein_coding	0	0	1	0	0	0	0	1
D9C73_027148	gene-D9C73_027148	rna-gnl|WGS:SCMI|mrna_D9C73_027148	protein_coding	0	0	1	0	0	0	0	1
D9C73_027184	gene-D9C73_027184	rna-gnl|WGS:SCMI|mrna_D9C73_027184	protein_coding	0	0	1	0	1	0	0	0
D9C73_027186	gene-D9C73_027186	rna-gnl|WGS:SCMI|mrna_D9C73_027186	protein_coding	0	0	3	3	0	0	0	0
D9C73_027187	gene-D9C73_027187	rna-gnl|WGS:SCMI|mrna_D9C73_027187	protein_coding	0	0	3	0	0	0	0	3
D9C73_027285	gene-D9C73_027285	rna-gnl|WGS:SCMI|mrna_D9C73_027285	protein_coding	0	0	1	0	0	0	0	1
D9C73_027368	gene-D9C73_027368	rna-gnl|WGS:SCMI|mrna_D9C73_027368	protein_coding	0	0	1	0	0	0	0	1
D9C73_027426	gene-D9C73_027426	rna-gnl|WGS:SCMI|mrna_D9C73_027426	protein_coding	0	0	1	0	1	0	0	0
D9C73_027429	gene-D9C73_027429	rna-gnl|WGS:SCMI|mrna_D9C73_027429	protein_coding	0	0	1	1	0	0	0	0
D9C73_027473	gene-D9C73_027473	rna-gnl|WGS:SCMI|mrna_D9C73_027473	protein_coding	0	0	1	0	1	0	0	0
D9C73_027490	gene-D9C73_027490	rna-gnl|WGS:SCMI|mrna_D9C73_027490	protein_coding	0	0	5	0	5	0	0	0
D9C73_027602	gene-D9C73_027602	rna-gnl|WGS:SCMI|mrna_D9C73_027602	protein_coding	0	0	1	1	0	0	0	0
D9C73_027622	gene-D9C73_027622	rna-gnl|WGS:SCMI|mrna_D9C73_027622	protein_coding	0	0	1	1	0	0	0	0
D9C73_027623	gene-D9C73_027623	rna-gnl|WGS:SCMI|mrna_D9C73_027623	protein_coding	0	0	1	0	0	0	0	1
D9C73_027748	gene-D9C73_027748	rna-gnl|WGS:SCMI|mrna_D9C73_027748	protein_coding	0	0	1	0	0	0	0	1
D9C73_027820	gene-D9C73_027820	rna-gnl|WGS:SCMI|mrna_D9C73_027820	protein_coding	0	0	1	0	0	0	0	1
D9C73_027825	gene-D9C73_027825	rna-gnl|WGS:SCMI|mrna_D9C73_027825	protein_coding	0	0	1	1	0	0	0	0
D9C73_027826	gene-D9C73_027826	rna-gnl|WGS:SCMI|mrna_D9C73_027826	protein_coding	0	0	1	1	0	0	0	0
D9C73_027828	gene-D9C73_027828	rna-gnl|WGS:SCMI|mrna_D9C73_027828	protein_coding	0	0	2	0	0	0	0	2
D9C73_027839	gene-D9C73_027839	rna-gnl|WGS:SCMI|mrna_D9C73_027839	protein_coding	0	0	1	0	0	0	0	1
D9C73_027932	gene-D9C73_027932	rna-gnl|WGS:SCMI|mrna_D9C73_027932	protein_coding	0	0	1	1	0	0	0	0
D9C73_027933	gene-D9C73_027933	rna-gnl|WGS:SCMI|mrna_D9C73_027933	protein_coding	0	0	1	0	0	0	0	1
D9C73_027969	gene-D9C73_027969	rna-gnl|WGS:SCMI|mrna_D9C73_027969	protein_coding	0	0	2	0	0	0	0	2
D9C73_027970	gene-D9C73_027970	rna-gnl|WGS:SCMI|mrna_D9C73_027970	protein_coding	0	0	2	2	0	0	0	0
D9C73_027993	gene-D9C73_027993	rna-gnl|WGS:SCMI|mrna_D9C73_027993	protein_coding	0	0	3	0	0	0	0	3
D9C73_028004	gene-D9C73_028004	rna-gnl|WGS:SCMI|mrna_D9C73_028004	protein_coding	0	0	2	0	0	0	0	2
D9C73_028018	gene-D9C73_028018	rna-gnl|WGS:SCMI|mrna_D9C73_028018	protein_coding	0	0	2	0	0	0	0	2
D9C73_028085	gene-D9C73_028085	rna-gnl|WGS:SCMI|mrna_D9C73_028085	protein_coding	0	0	1	1	0	0	0	0
D9C73_028108	gene-D9C73_028108	rna-gnl|WGS:SCMI|mrna_D9C73_028108	protein_coding	0	0	3	0	0	0	0	3
D9C73_028154	gene-D9C73_028154	rna-gnl|WGS:SCMI|mrna_D9C73_028154	protein_coding	0	0	1	0	0	0	0	1
D9C73_028197	gene-D9C73_028197	rna-gnl|WGS:SCMI|mrna_D9C73_028197	protein_coding	0	0	2	0	2	0	0	0
D9C73_028351	gene-D9C73_028351	rna-gnl|WGS:SCMI|mrna_D9C73_028351	protein_coding	0	0	1	0	0	0	0	1
D9C73_028474	gene-D9C73_028474	rna-gnl|WGS:SCMI|mrna_D9C73_028474	protein_coding	0	0	1	1	0	0	0	0
D9C73_028495	gene-D9C73_028495	rna-gnl|WGS:SCMI|mrna_D9C73_028495	protein_coding	0	0	4	0	0	0	0	4
D9C73_028536	gene-D9C73_028536	rna-gnl|WGS:SCMI|mrna_D9C73_028536	protein_coding	0	0	1	1	0	0	0	0
D9C73_028555	gene-D9C73_028555	rna-gnl|WGS:SCMI|mrna_D9C73_028555	protein_coding	0	0	1	0	0	0	0	1
D9C73_028577	gene-D9C73_028577	rna-gnl|WGS:SCMI|mrna_D9C73_028577	protein_coding	0	0	1	1	0	0	0	0
D9C73_028583	gene-D9C73_028583	rna-gnl|WGS:SCMI|mrna_D9C73_028583	protein_coding	0	0	1	1	0	0	0	0
D9C73_028590	gene-D9C73_028590	rna-gnl|WGS:SCMI|mrna_D9C73_028590	protein_coding	0	0	1	1	0	0	0	0
D9C73_028591	gene-D9C73_028591	rna-gnl|WGS:SCMI|mrna_D9C73_028591	protein_coding	0	0	1	1	0	0	0	0
